"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2012","END OF DEC","","STATE","ALABAMA","01","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","614","10.3"
"CENSUS","2012","END OF DEC","","STATE","ALABAMA","01","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","96","7.0"
"CENSUS","2012","END OF DEC","","STATE","ALASKA","02","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","END OF DEC","","STATE","ALASKA","02","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","2","(L)"
"CENSUS","2012","END OF DEC","","STATE","ARIZONA","04","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","813","42.2"
"CENSUS","2012","END OF DEC","","STATE","ARIZONA","04","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","113","64.0"
"CENSUS","2012","END OF DEC","","STATE","ARKANSAS","05","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","565","17.4"
"CENSUS","2012","END OF DEC","","STATE","ARKANSAS","05","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","68","15.8"
"CENSUS","2012","END OF DEC","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","1,422","23.4"
"CENSUS","2012","END OF DEC","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","179","35.8"
"CENSUS","2012","END OF DEC","","STATE","COLORADO","08","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","729","11.2"
"CENSUS","2012","END OF DEC","","STATE","COLORADO","08","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","110","13.5"
"CENSUS","2012","END OF DEC","","STATE","CONNECTICUT","09","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","175","12.8"
"CENSUS","2012","END OF DEC","","STATE","CONNECTICUT","09","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","20","14.5"
"CENSUS","2012","END OF DEC","","STATE","DELAWARE","10","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","94","34.6"
"CENSUS","2012","END OF DEC","","STATE","DELAWARE","10","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","6","56.4"
"CENSUS","2012","END OF DEC","","STATE","FLORIDA","12","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","2,341","19.0"
"CENSUS","2012","END OF DEC","","STATE","FLORIDA","12","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","263","18.0"
"CENSUS","2012","END OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","666","15.3"
"CENSUS","2012","END OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","113","8.4"
"CENSUS","2012","END OF DEC","","STATE","HAWAII","15","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","166","(H)"
"CENSUS","2012","END OF DEC","","STATE","HAWAII","15","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","11","(H)"
"CENSUS","2012","END OF DEC","","STATE","IDAHO","16","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","831","20.0"
"CENSUS","2012","END OF DEC","","STATE","IDAHO","16","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","74","13.9"
"CENSUS","2012","END OF DEC","","STATE","ILLINOIS","17","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","758","21.6"
"CENSUS","2012","END OF DEC","","STATE","ILLINOIS","17","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","115","8.1"
"CENSUS","2012","END OF DEC","","STATE","INDIANA","18","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","1,644","11.1"
"CENSUS","2012","END OF DEC","","STATE","INDIANA","18","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","185","11.1"
"CENSUS","2012","END OF DEC","","STATE","IOWA","19","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","1,899","38.5"
"CENSUS","2012","END OF DEC","","STATE","IOWA","19","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","125","13.7"
"CENSUS","2012","END OF DEC","","STATE","KANSAS","20","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","1,330","15.7"
"CENSUS","2012","END OF DEC","","STATE","KANSAS","20","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","152","9.5"
"CENSUS","2012","END OF DEC","","STATE","KENTUCKY","21","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","856","15.2"
"CENSUS","2012","END OF DEC","","STATE","KENTUCKY","21","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","146","14.2"
"CENSUS","2012","END OF DEC","","STATE","LOUISIANA","22","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","306","31.2"
"CENSUS","2012","END OF DEC","","STATE","LOUISIANA","22","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","66","30.7"
"CENSUS","2012","END OF DEC","","STATE","MAINE","23","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","58","33.2"
"CENSUS","2012","END OF DEC","","STATE","MAINE","23","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","14","31.1"
"CENSUS","2012","END OF DEC","","STATE","MARYLAND","24","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","290","37.2"
"CENSUS","2012","END OF DEC","","STATE","MARYLAND","24","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","47","23.2"
"CENSUS","2012","END OF DEC","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","299","30.6"
"CENSUS","2012","END OF DEC","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","42","20.8"
"CENSUS","2012","END OF DEC","","STATE","MICHIGAN","26","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","2,173","15.3"
"CENSUS","2012","END OF DEC","","STATE","MICHIGAN","26","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","263","7.1"
"CENSUS","2012","END OF DEC","","STATE","MINNESOTA","27","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","1,215","15.7"
"CENSUS","2012","END OF DEC","","STATE","MINNESOTA","27","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","176","12.6"
"CENSUS","2012","END OF DEC","","STATE","MISSISSIPPI","28","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","536","16.7"
"CENSUS","2012","END OF DEC","","STATE","MISSISSIPPI","28","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","73","18.1"
"CENSUS","2012","END OF DEC","","STATE","MISSOURI","29","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","1,921","21.8"
"CENSUS","2012","END OF DEC","","STATE","MISSOURI","29","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","244","10.4"
"CENSUS","2012","END OF DEC","","STATE","MONTANA","30","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","441","65.3"
"CENSUS","2012","END OF DEC","","STATE","MONTANA","30","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","55","28.6"
"CENSUS","2012","END OF DEC","","STATE","NEBRASKA","31","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","841","16.2"
"CENSUS","2012","END OF DEC","","STATE","NEBRASKA","31","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","108","14.5"
"CENSUS","2012","END OF DEC","","STATE","NEVADA","32","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","544","36.1"
"CENSUS","2012","END OF DEC","","STATE","NEVADA","32","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","40","22.6"
"CENSUS","2012","END OF DEC","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","129","13.8"
"CENSUS","2012","END OF DEC","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","22","15.2"
"CENSUS","2012","END OF DEC","","STATE","NEW JERSEY","34","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","326","7.3"
"CENSUS","2012","END OF DEC","","STATE","NEW JERSEY","34","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","58","7.5"
"CENSUS","2012","END OF DEC","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","463","24.1"
"CENSUS","2012","END OF DEC","","STATE","NEW MEXICO","35","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","86","42.3"
"CENSUS","2012","END OF DEC","","STATE","NEW YORK","36","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","1,057","10.0"
"CENSUS","2012","END OF DEC","","STATE","NEW YORK","36","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","158","10.3"
"CENSUS","2012","END OF DEC","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","1,084","12.8"
"CENSUS","2012","END OF DEC","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","175","11.0"
"CENSUS","2012","END OF DEC","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","304","42.5"
"CENSUS","2012","END OF DEC","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","28","25.4"
"CENSUS","2012","END OF DEC","","STATE","OHIO","39","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","1,491","13.6"
"CENSUS","2012","END OF DEC","","STATE","OHIO","39","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","209","14.2"
"CENSUS","2012","END OF DEC","","STATE","OKLAHOMA","40","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","1,281","18.6"
"CENSUS","2012","END OF DEC","","STATE","OKLAHOMA","40","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","189","12.7"
"CENSUS","2012","END OF DEC","","STATE","OREGON","41","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","1,125","32.1"
"CENSUS","2012","END OF DEC","","STATE","OREGON","41","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","116","15.2"
"CENSUS","2012","END OF DEC","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","2,131","15.9"
"CENSUS","2012","END OF DEC","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","271","4.5"
"CENSUS","2012","END OF DEC","","STATE","RHODE ISLAND","44","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","END OF DEC","","STATE","RHODE ISLAND","44","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","2","(H)"
"CENSUS","2012","END OF DEC","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","883","10.4"
"CENSUS","2012","END OF DEC","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","105","10.5"
"CENSUS","2012","END OF DEC","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","523","20.4"
"CENSUS","2012","END OF DEC","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","44","18.8"
"CENSUS","2012","END OF DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","1,479","34.1"
"CENSUS","2012","END OF DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","192","13.1"
"CENSUS","2012","END OF DEC","","STATE","TEXAS","48","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","6,148","47.2"
"CENSUS","2012","END OF DEC","","STATE","TEXAS","48","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","724","9.5"
"CENSUS","2012","END OF DEC","","STATE","UTAH","49","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","347","25.6"
"CENSUS","2012","END OF DEC","","STATE","UTAH","49","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","40","18.0"
"CENSUS","2012","END OF DEC","","STATE","VERMONT","50","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","58","16.6"
"CENSUS","2012","END OF DEC","","STATE","VERMONT","50","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","24","15.4"
"CENSUS","2012","END OF DEC","","STATE","VIRGINIA","51","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","776","16.6"
"CENSUS","2012","END OF DEC","","STATE","VIRGINIA","51","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","173","12.5"
"CENSUS","2012","END OF DEC","","STATE","WASHINGTON","53","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","956","20.0"
"CENSUS","2012","END OF DEC","","STATE","WASHINGTON","53","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","127","12.4"
"CENSUS","2012","END OF DEC","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","416","22.4"
"CENSUS","2012","END OF DEC","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","71","17.6"
"CENSUS","2012","END OF DEC","","STATE","WISCONSIN","55","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","2,154","5.9"
"CENSUS","2012","END OF DEC","","STATE","WISCONSIN","55","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","313","6.0"
"CENSUS","2012","END OF DEC","","STATE","WYOMING","56","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - INVENTORY","TOTAL","NOT SPECIFIED","306","16.6"
"CENSUS","2012","END OF DEC","","STATE","WYOMING","56","","","","","","","00000000","","PEAFOWL","PEAFOWL, HENS & COCKS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","43","19.9"
